customer_id,email,loyalty_points,feedback_score,preferred_store,newsletter_subscribed
26493,,1430,7,,N
26494,mukhopadhyayazaan@example.org,,,,
26495,pooja73@example.com,,9,Hyderabad,N
26496,ozarachit@example.net,NA,9,Mumbai,N
26497,isaac75@example.net,,9,,Y
26498,hardikde@example.org,NA,9,Hyderabad,
26499,arinrama@example.com,,,Mumbai,No
26500,knagar@example.com,2707,,Bengaluru,Yes
26501,akshay03@example.net,3750,,Bengaluru,N
26502,zachariabalvan@example.org,1246,9,Bengaluru,Yes
26503,ychandran@example.com,1767,4,Bengaluru,Yes
26504,krishbina@example.com,,,Hyderabad,
26505,gramaswamy@example.net,NA,8,Hyderabad,Y
26506,borairya@example.com,NA,,,Yes
26507,elijah48@example.com,,,Bengaluru,
26508,wmandal@example.org,,9,Mumbai,Y
26509,gandhixalak@example.net,,5,Mumbai,Yes
26510,ikshita68@example.org,NA,9,Hyderabad,
26511,hramakrishnan@example.com,,9,Bengaluru,N
26512,kalpitmukhopadhyay@example.com,2842,,Mumbai,
26513,chatresh81@example.net,NA,9,Mumbai,No
26514,,,,Hyderabad,N
26515,victorde@example.net,NA,,Bengaluru,N
26516,ishwar99@example.org,,,Mumbai,Y
26517,zilmil45@example.org,48,,Mumbai,N
26518,yashvinatt@example.net,NA,,Hyderabad,Y
26519,daksh68@example.net,2366,2,,
26520,rauvarsha@example.net,,,Mumbai,
26521,radha13@example.com,,9,Hyderabad,No
26522,,NA,,Mumbai,Yes
26523,nigamgautam@example.com,,,Mumbai,
26524,ikhosla@example.org,NA,,,No
26525,thakurnikita@example.org,,,Bengaluru,Yes
26526,dayalalka@example.com,NA,,Bengaluru,
26527,odugar@example.org,2156,,Bengaluru,
26528,,1148,10,Mumbai,
26529,yadavikshita@example.net,,,Bengaluru,Y
26530,sathvikbrar@example.com,,,,N
26531,saraseth@example.com,400,,Bengaluru,No
26532,pkhurana@example.net,NA,,,N
26533,sarthakdara@example.net,NA,9,Bengaluru,
26534,yashodharanagi@example.org,697,9,,
26535,uchauhan@example.com,NA,2,Hyderabad,N
26536,patilavni@example.org,NA,,Hyderabad,No
26537,ekantathaker@example.org,1738,,Bengaluru,No
26538,lagarwal@example.com,3682,,Mumbai,N
26539,,NA,,Mumbai,
26540,lokelucky@example.net,132,,Hyderabad,No
26541,hkhatri@example.com,NA,9,,Y
26542,nicholaswarrior@example.com,4185,,Bengaluru,
26543,lbhavsar@example.net,NA,,,N
26544,kashyapakshay@example.net,NA,,Hyderabad,Yes
26545,fjain@example.org,NA,,,
26546,harishdeshmukh@example.org,NA,,Mumbai,
26547,dugarmaanas@example.org,,1,Hyderabad,No
26548,iviswanathan@example.com,,,,Yes
26549,anandekta@example.net,,,Bengaluru,N
26550,brindarajagopal@example.net,4828,,Bengaluru,No
26551,anitagokhale@example.org,,,,Yes
26552,bahlanthony@example.com,3330,,Hyderabad,No
26553,caleb94@example.net,,10,Bengaluru,Yes
26554,balvan99@example.org,,,,
26555,chakradhargopal@example.com,NA,9,,No
26556,comarjai@example.com,,,Mumbai,Yes
26557,peter93@example.net,NA,8,Mumbai,N
26558,maanaspingle@example.net,NA,,Bengaluru,Y
26559,wdani@example.com,NA,,,Yes
26560,srivastavaarunima@example.org,,,Bengaluru,N
26561,abala@example.com,878,9,Hyderabad,Yes
26562,nagarojas@example.net,NA,4,,Y
26563,yochana16@example.com,,6,Mumbai,
26564,chhabrahema@example.org,4858,9,Mumbai,No
26565,wasonwishi@example.com,NA,4,Mumbai,
26566,nminhas@example.com,582,,Mumbai,
26567,pahal94@example.com,3976,,,No
26568,omishagola@example.net,NA,10,,Yes
26569,tmand@example.com,4117,,Bengaluru,
26570,bben@example.org,,,Bengaluru,No
26571,banjeetprakash@example.net,NA,,Hyderabad,Y
26572,madhav33@example.org,4988,,,No
26573,jeremiahdayal@example.net,,,Hyderabad,Yes
26574,uchowdhury@example.org,3582,8,Hyderabad,N
26575,idikanath@example.org,771,9,Hyderabad,N
26576,jacob07@example.com,,9,Mumbai,N
26577,,NA,10,Bengaluru,
26578,,,9,,Yes
26579,ftella@example.net,,,Mumbai,No
26580,thomas10@example.org,,,Bengaluru,No
26581,theodoreyogi@example.net,,3,,Yes
26582,kmangal@example.org,2837,9,Hyderabad,Y
26583,ayush72@example.net,NA,9,Hyderabad,
26584,krishnanhenry@example.org,NA,,Mumbai,Yes
26585,aarini89@example.org,,9,Bengaluru,Yes
26586,rachitanagarajan@example.net,3066,,Hyderabad,No
26587,wkohli@example.com,NA,9,Bengaluru,Y
26588,somlajita@example.org,NA,9,Bengaluru,
26589,wshankar@example.org,3536,,Mumbai,N
26590,benjamin08@example.com,,,Hyderabad,No
26591,bendalbir@example.org,NA,9,Bengaluru,No
26592,obalan@example.net,,5,Mumbai,No
26593,krishnavarty@example.com,2974,4,,Y
26594,,,,Mumbai,N
26595,vihaanchaudhry@example.net,1942,10,,No
26596,zdate@example.org,2697,,Mumbai,No
26597,aryaadweta@example.net,2669,,Bengaluru,No
26598,anandvictor@example.com,,9,Mumbai,Yes
26599,mitalimenon@example.org,1144,9,,Y
26600,khalsapraneel@example.net,,5,,N
26601,zbhargava@example.com,3632,,Bengaluru,Yes
26602,alexander30@example.org,1820,9,,No
26603,usarin@example.net,2812,8,Bengaluru,Yes
26604,omanjali@example.com,1714,,Mumbai,Y
26605,abhimanyu83@example.net,,,,No
26606,,4841,4,Hyderabad,N
26607,chadarjun@example.com,2560,9,Hyderabad,N
26608,nandini53@example.com,2240,,Bengaluru,
26609,ekantika09@example.net,NA,,Bengaluru,Y
26610,orinder77@example.com,,,Mumbai,N
26611,ytandon@example.net,NA,9,Mumbai,Y
26612,sben@example.org,4837,,Hyderabad,N
26613,garima28@example.org,2383,9,,
26614,manngeorge@example.net,,9,Mumbai,Y
26615,fiyaz23@example.com,,,Mumbai,
26616,ishanvichatterjee@example.net,,9,Bengaluru,No
26617,wnarain@example.com,,,Hyderabad,Yes
26618,watika86@example.com,,5,Bengaluru,No
26619,chari@example.net,,,,No
26620,iryabhakta@example.com,,,Mumbai,
26621,vsinghal@example.org,4085,9,Hyderabad,
26622,upkaarkhosla@example.net,NA,9,Hyderabad,N
26623,shenoysathvik@example.net,,,Hyderabad,
26624,,727,,Mumbai,N
26625,gokhaleaayush@example.com,,,,
26626,,4305,7,,Yes
26627,grewaldalbir@example.com,,,Hyderabad,No
26628,jacksonmadan@example.net,2549,,Mumbai,
26629,nayaktimothy@example.net,4152,,Mumbai,N
26630,geraguneet@example.net,2250,,Mumbai,Y
26631,qchandra@example.net,,,Hyderabad,
26632,vbajwa@example.org,,9,,
26633,sbhatt@example.org,NA,,Bengaluru,No
26634,kaurjanani@example.com,2069,8,Mumbai,
26635,ishakapoor@example.org,,,Hyderabad,
26636,hitesh02@example.org,2488,9,Hyderabad,
26637,zbaral@example.com,NA,,Mumbai,N
26638,chandreshraju@example.com,978,5,,Y
26639,,NA,9,Hyderabad,Yes
26640,dipta81@example.net,NA,,Bengaluru,Yes
26641,anita93@example.net,,,Bengaluru,Y
26642,karaaarna@example.org,767,,Hyderabad,No
26643,bina59@example.org,1592,,Bengaluru,N
26644,vasananori@example.com,3251,7,Bengaluru,Yes
26645,robert31@example.com,,,Hyderabad,Yes
26646,moredaksha@example.com,,,Bengaluru,Yes
26647,tejassingh@example.org,,9,Hyderabad,
26648,pinglehiral@example.com,NA,,Mumbai,Y
26649,,,5,Bengaluru,
26650,rmore@example.org,3634,,Hyderabad,Y
26651,dewanpallavi@example.com,,2,Mumbai,N
26652,gillladli@example.org,4291,8,,Yes
26653,raksha95@example.com,199,,Mumbai,No
26654,parsafariq@example.com,4585,3,Bengaluru,N
26655,kevinsaran@example.com,4921,9,Mumbai,N
26656,wasonridhi@example.net,4707,3,Bengaluru,Y
26657,sudiksha47@example.net,NA,9,Mumbai,
26658,urishilla68@example.net,NA,,Mumbai,N
26659,sarthak59@example.org,3062,,Mumbai,N
26660,gauri40@example.org,,9,Hyderabad,
26661,udyati78@example.com,NA,9,Hyderabad,Yes
26662,aarnamammen@example.com,3340,3,,No
26663,,,,Mumbai,
26664,fkumar@example.org,2842,,Hyderabad,Yes
26665,hkeer@example.net,,9,Bengaluru,No
26666,rattachakradhar@example.net,NA,8,Hyderabad,Y
26667,hgandhi@example.com,3051,10,Hyderabad,
26668,dsrinivasan@example.net,NA,,Hyderabad,
26669,vivaanvenkataraman@example.net,NA,9,Bengaluru,Y
26670,lavanya15@example.com,2150,,Bengaluru,No
26671,parthmishra@example.com,2020,,Bengaluru,Y
26672,imallick@example.com,NA,,,No
26673,dalaja18@example.com,,,Mumbai,No
26674,jasmit02@example.net,NA,5,Hyderabad,Y
26675,warjas22@example.net,,,Bengaluru,
26676,qsidhu@example.com,NA,9,Bengaluru,N
26677,dbuch@example.com,NA,6,Hyderabad,No
26678,shivanshbrahmbhatt@example.com,4041,,,
26679,khalsaadweta@example.com,,9,Hyderabad,
26680,kseshadri@example.org,4341,9,Mumbai,Y
26681,tmurty@example.org,,10,,N
26682,wanand@example.org,3039,,,N
26683,daraquincy@example.com,,2,Hyderabad,N
26684,aarinigera@example.com,4994,,Mumbai,Y
26685,,NA,9,,
26686,fbassi@example.net,NA,,,N
26687,vyaszaid@example.org,,9,Mumbai,N
26688,semrachita@example.org,857,,Bengaluru,Y
26689,wkalla@example.org,,8,Mumbai,Y
26690,kamya09@example.com,NA,1,Mumbai,N
26691,zacharianidhi@example.org,3384,4,Mumbai,
26692,shanmanbir@example.net,NA,9,Hyderabad,Y
26693,jagvibail@example.com,,,Hyderabad,
26694,,2325,9,Mumbai,No
26695,cgrewal@example.com,NA,,Mumbai,N
26696,rachana83@example.com,,9,Mumbai,N
26697,vinayaswamy@example.com,NA,6,Mumbai,No
26698,hsathe@example.net,,,Bengaluru,
26699,smanda@example.org,,,Bengaluru,Yes
26700,kpathak@example.com,,9,Bengaluru,Yes
26701,hardik47@example.net,NA,5,Bengaluru,Yes
26702,mukherjeeyug@example.org,,1,Bengaluru,N
26703,lucky48@example.net,4203,,,Yes
26704,ira55@example.com,NA,10,Hyderabad,
26705,cmodi@example.net,,,Mumbai,Yes
26706,kgokhale@example.net,2582,9,Bengaluru,N
26707,,NA,9,Hyderabad,N
26708,ugade@example.net,1466,9,Hyderabad,
26709,dominicbajaj@example.net,3576,10,,Y
26710,lipikazacharia@example.com,NA,,Hyderabad,
26711,ochoudhry@example.org,,7,,No
26712,charandua@example.org,,,,No
26713,solankironith@example.com,,9,,No
26714,,2080,9,Bengaluru,N
26715,daksheshrajagopal@example.net,,9,Bengaluru,No
26716,bhavna49@example.net,,10,,
26717,,NA,,Mumbai,No
26718,nathan90@example.org,,,Hyderabad,Y
26719,farajbhandari@example.net,718,9,Hyderabad,
26720,advika31@example.net,NA,,,Yes
26721,ichaudhari@example.com,NA,9,Bengaluru,No
26722,chandrandeshpande@example.org,,,,No
26723,dayita72@example.org,NA,9,Bengaluru,Y
26724,warjassubramaniam@example.org,,4,Bengaluru,N
26725,damyantibandi@example.com,,,Mumbai,
26726,prisha83@example.org,,,Mumbai,Yes
26727,max99@example.net,,,,
26728,fitangolla@example.com,NA,,Bengaluru,No
26729,kotharigautam@example.org,3116,,,Yes
26730,pahalbedi@example.com,,4,Mumbai,Yes
26731,caleb42@example.org,NA,9,Mumbai,
26732,choudharynimrat@example.com,NA,7,Mumbai,
26733,sethishivani@example.org,,2,,
26734,lakshmikuruvilla@example.com,2390,,Mumbai,
26735,kapoorkeya@example.org,,9,Bengaluru,N
26736,noahkaran@example.org,NA,,Mumbai,Y
26737,bansalshravya@example.com,NA,,Mumbai,N
26738,netra89@example.org,,9,Bengaluru,No
26739,yadavfalguni@example.net,,9,Bengaluru,N
26740,aahanachacko@example.org,887,,Hyderabad,N
26741,darpan68@example.org,NA,9,Hyderabad,
26742,gkaran@example.net,3711,,Hyderabad,
26743,kamala64@example.com,,,Hyderabad,Yes
26744,wahabsibal@example.org,1103,5,,Y
26745,onkar11@example.net,NA,,Mumbai,No
26746,kapurudyati@example.net,,,Bengaluru,Y
26747,mitalisane@example.org,NA,,Bengaluru,Yes
26748,ishaansekhon@example.org,259,9,,No
26749,boragaurav@example.org,NA,6,Mumbai,No
26750,hemanizachariah@example.org,1457,9,Bengaluru,Y
26751,,,,,
26752,,,3,Mumbai,
26753,ranbir92@example.com,,,Mumbai,N
26754,dasvasudha@example.net,2660,2,Mumbai,N
26755,ranveer50@example.com,,7,Bengaluru,Y
26756,batharin@example.org,626,,,Yes
26757,wasonchampak@example.com,NA,3,,
26758,rayvasana@example.com,,,Bengaluru,Yes
26759,amairabadal@example.org,,,Hyderabad,No
26760,daveamruta@example.org,,,Hyderabad,Yes
26761,dalbirdalia@example.org,3260,,Mumbai,N
26762,alkanatarajan@example.net,NA,8,Mumbai,No
26763,lokeraghav@example.org,,,Hyderabad,N
26764,wridesh61@example.org,,,Hyderabad,N
26765,ucchal53@example.org,,1,Hyderabad,Y
26766,shivansh62@example.com,2806,,,No
26767,barmanabhimanyu@example.net,NA,,Bengaluru,
26768,mitalibhatt@example.org,,10,Mumbai,
26769,damyantiwadhwa@example.org,NA,,Bengaluru,Yes
26770,lila58@example.org,97,,Mumbai,N
26771,xkurian@example.org,,,Hyderabad,No
26772,yuvrajgola@example.com,2903,5,Hyderabad,N
26773,inaidu@example.com,4004,,Mumbai,
26774,chandran49@example.com,NA,9,Bengaluru,Y
26775,hardik60@example.org,NA,9,Hyderabad,Yes
26776,karanihal@example.org,,10,Bengaluru,Yes
26777,bdara@example.com,,3,Bengaluru,
26778,farajchar@example.org,2853,9,Hyderabad,N
26779,teerth49@example.org,NA,,Mumbai,No
26780,prishakade@example.org,NA,8,Hyderabad,N
26781,cnayar@example.org,NA,,Mumbai,Yes
26782,xsoni@example.net,1239,,Mumbai,Yes
26783,theodoreramanathan@example.com,NA,10,Hyderabad,Y
26784,,,8,Mumbai,N
26785,trivedipraneel@example.com,NA,9,,Y
26786,janiyahvi@example.com,,,Mumbai,N
26787,uarya@example.org,2373,9,,No
26788,ikbal83@example.com,NA,,Hyderabad,
26789,bina01@example.net,,,Mumbai,N
26790,,4933,,Hyderabad,N
26791,theodoregolla@example.net,716,,Hyderabad,
26792,ichatterjee@example.org,NA,9,Hyderabad,
26793,xalak48@example.com,NA,9,,Y
26794,ojasvikumer@example.org,NA,6,Mumbai,Y
26795,lopa26@example.net,NA,9,,N
26796,,NA,1,,
26797,cdayal@example.net,NA,,Hyderabad,
26798,ahujaekapad@example.net,,,Bengaluru,Yes
26799,savantomya@example.com,2555,6,,Yes
26800,adutta@example.com,NA,9,Hyderabad,
26801,wrideshdutt@example.net,,,,N
26802,lsahni@example.net,NA,9,Mumbai,No
26803,borazaid@example.net,4298,,,No
26804,chanchalchoudhary@example.com,,,Hyderabad,N
26805,poojajhaveri@example.org,NA,9,,
26806,lokeyashoda@example.net,3801,9,Mumbai,Y
26807,,,,Mumbai,N
26808,suradeepa@example.net,,,Hyderabad,
26809,gdey@example.net,4748,3,Bengaluru,N
26810,nachiket43@example.net,,7,Hyderabad,
26811,diptasachar@example.com,NA,5,Mumbai,Yes
26812,lravi@example.net,NA,1,Mumbai,Y
26813,zben@example.net,3301,,,Yes
26814,vaishnavi62@example.org,,,Mumbai,
26815,ykonda@example.com,,,Mumbai,No
26816,umangbedi@example.org,3970,4,,
26817,ashetty@example.com,NA,,Mumbai,Y
26818,shankarjagat@example.net,NA,,Mumbai,Y
26819,psom@example.org,NA,,Mumbai,
26820,sudiksha28@example.net,NA,9,,
26821,urvi04@example.org,NA,,,N
26822,,,9,Bengaluru,No
26823,jnarayan@example.com,NA,,Mumbai,Y
26824,kakarishwar@example.com,NA,9,Bengaluru,
26825,baljiwankarpe@example.com,NA,,Mumbai,
26826,tanvi47@example.net,2416,2,Bengaluru,
26827,jackson22@example.net,,9,Mumbai,No
26828,wpandey@example.net,NA,,Hyderabad,N
26829,uwadhwa@example.com,,,Bengaluru,
26830,prabhuekalinga@example.org,1057,6,Bengaluru,Y
26831,bnayar@example.net,,1,Bengaluru,Y
26832,rkunda@example.com,NA,9,Bengaluru,
26833,rajata02@example.com,NA,9,,N
26834,chakrabartichavvi@example.net,NA,,,Y
26835,butalatanmayi@example.net,NA,6,Bengaluru,No
26836,usehgal@example.org,,9,Mumbai,
26837,chaudhurieshana@example.net,NA,4,,
26838,solankinandini@example.org,2259,,,Y
26839,tejaskhare@example.com,NA,,Bengaluru,
26840,advikdani@example.org,,7,Hyderabad,
26841,ranganathanridhi@example.org,1749,,Hyderabad,N
26842,paiaryan@example.com,,3,,
26843,joshua30@example.org,,8,Hyderabad,
26844,ronith04@example.net,NA,5,Hyderabad,No
26845,ishanvi57@example.net,NA,9,Hyderabad,
26846,vanya47@example.com,1257,,Hyderabad,Y
26847,mohinipandey@example.org,,5,,No
26848,,,2,Mumbai,Y
26849,rattangabriel@example.net,499,9,Bengaluru,No
26850,revaparsa@example.org,NA,,Bengaluru,N
26851,vasatika55@example.net,NA,,Bengaluru,N
26852,balhaarsharaf@example.org,1463,,,No
26853,borrabalhaar@example.com,228,,Bengaluru,
26854,raghavramachandran@example.com,NA,,Bengaluru,
26855,ebhakta@example.org,NA,,Bengaluru,Y
26856,lekhadalia@example.com,NA,,Mumbai,No
26857,arjunagrawal@example.com,677,7,Mumbai,No
26858,sundaramvasatika@example.net,NA,,,
26859,bsagar@example.net,2575,9,,
26860,qadim32@example.com,NA,9,,
26861,hramachandran@example.net,4178,,,
26862,,2039,,Hyderabad,
26863,xbanerjee@example.net,3444,9,Bengaluru,No
26864,gganesan@example.com,4482,9,Hyderabad,Y
26865,,NA,,Mumbai,
26866,mekhalarajan@example.net,,7,,
26867,advik79@example.org,3669,6,Bengaluru,Yes
26868,poojachana@example.com,,9,Bengaluru,
26869,aarinibhatia@example.net,NA,9,Hyderabad,No
26870,gayathri23@example.com,,9,Hyderabad,Yes
26871,znarang@example.net,,,Hyderabad,
26872,balveerwadhwa@example.net,1559,,,Yes
26873,sanewaida@example.org,NA,,Hyderabad,No
26874,lsangha@example.org,NA,5,,N
26875,hredhaanuppal@example.net,4924,9,,
26876,dakshabaral@example.com,,3,Mumbai,
26877,suhani89@example.org,767,5,,Y
26878,turvi84@example.com,983,9,Hyderabad,N
26879,yashodhara89@example.net,3043,9,,Y
26880,mistryadweta@example.com,NA,2,Hyderabad,
26881,urvirastogi@example.net,,,Mumbai,N
26882,goyalnathan@example.net,NA,,Hyderabad,Yes
26883,dkunda@example.org,NA,1,Hyderabad,N
26884,nandinishah@example.net,,,Hyderabad,
26885,,NA,,Bengaluru,
26886,balanindira@example.com,3497,,Mumbai,N
26887,,NA,9,,Yes
26888,wazirbhardwaj@example.org,NA,,Bengaluru,Y
26889,watika83@example.net,,,Mumbai,
26890,vamakshithaman@example.net,,,,Yes
26891,battavictor@example.org,4796,9,Hyderabad,No
26892,kiaansrinivas@example.com,,9,Hyderabad,
26893,,4410,9,,Yes
26894,nsridhar@example.org,NA,9,Hyderabad,Y
26895,udant33@example.net,NA,,,Y
26896,yashawinipandit@example.com,NA,9,Mumbai,N
26897,hmahajan@example.com,,,Bengaluru,N
26898,,NA,,Mumbai,No
26899,ichowdhury@example.com,NA,,Mumbai,No
26900,,3487,,,No
26901,cghosh@example.com,4837,,,No
26902,forum35@example.net,NA,,Mumbai,
26903,mnair@example.com,2957,1,,Y
26904,tanish93@example.net,NA,9,Hyderabad,Y
26905,hdutta@example.net,NA,,Mumbai,N
26906,usaran@example.org,124,9,Bengaluru,
26907,tmodi@example.net,NA,,Bengaluru,No
26908,varenyagopal@example.com,NA,3,,Yes
26909,odate@example.com,NA,9,,No
26910,girindra68@example.org,,9,Mumbai,
26911,vihaan02@example.com,4109,,Hyderabad,N
26912,tramachandran@example.net,168,9,Mumbai,N
26913,rachit26@example.com,,9,Mumbai,No
26914,gaurangwagle@example.com,NA,9,,Yes
26915,wazir95@example.com,,9,Mumbai,No
26916,bailjackson@example.org,3901,,Mumbai,Yes
26917,tsoni@example.com,NA,6,Bengaluru,Y
26918,jagdish25@example.org,NA,,Bengaluru,Y
26919,gavinbuch@example.com,,,Mumbai,
26920,boraekani@example.com,,,Mumbai,Yes
26921,,NA,9,Mumbai,
26922,riya21@example.com,3575,,,No
26923,kamala73@example.net,NA,9,,Y
26924,wriddhishdara@example.org,NA,,Bengaluru,
26925,omisha97@example.org,3945,9,Hyderabad,Yes
26926,upkaar45@example.com,,9,Bengaluru,
26927,ranveer80@example.net,,6,Bengaluru,Yes
26928,graghavan@example.org,,9,Mumbai,No
26929,fradoloyal@example.net,NA,9,Hyderabad,N
26930,omkaarshere@example.org,360,,Mumbai,
26931,lahluwalia@example.com,NA,,Bengaluru,
26932,pahal94@example.net,NA,,,
26933,pkade@example.net,1072,9,Mumbai,Y
26934,upkaar60@example.net,329,,Bengaluru,Y
26935,abha42@example.com,,10,Mumbai,No
26936,gbhandari@example.org,4565,,Bengaluru,N
26937,williamtiwari@example.net,523,9,Hyderabad,
26938,nilimasule@example.org,2672,,Mumbai,N
26939,tanvigala@example.net,4555,1,Mumbai,Yes
26940,adya07@example.org,,9,Hyderabad,N
26941,annewridesh@example.net,,7,Mumbai,Yes
26942,januja26@example.net,3849,5,Bengaluru,Yes
26943,mittalsuhani@example.com,,9,,Y
26944,lipikasidhu@example.net,NA,9,Hyderabad,No
26945,pathakdavid@example.org,,9,Bengaluru,Yes
26946,lilaseth@example.org,4617,1,Bengaluru,N
26947,bvarty@example.org,,6,Bengaluru,
26948,lipika56@example.net,NA,9,Hyderabad,
26949,tnarain@example.net,2425,,Hyderabad,N
26950,hemal69@example.net,4453,,Hyderabad,Yes
26951,ubanik@example.com,3874,,Mumbai,Y
26952,vkunda@example.net,NA,9,Mumbai,No
26953,pdayal@example.org,NA,,Mumbai,Yes
26954,,NA,9,Hyderabad,
26955,rajeshri20@example.org,4490,9,,
26956,dramakrishnan@example.org,,,Bengaluru,
26957,farhan64@example.net,,9,,N
26958,suhaniparsa@example.org,,,Mumbai,N
26959,,NA,4,Mumbai,
26960,uppalgeetika@example.com,NA,,,N
26961,baghyawati11@example.net,1601,,,No
26962,urvigarde@example.com,,,Bengaluru,
26963,ishaboase@example.com,NA,,Mumbai,
26964,xtandon@example.net,NA,2,Bengaluru,N
26965,edhitha14@example.net,NA,9,,No
26966,geetika55@example.net,NA,8,Bengaluru,Yes
26967,sarafadvik@example.net,,8,Bengaluru,
26968,xravel@example.com,NA,5,Hyderabad,Yes
26969,kamdaraachal@example.org,,,Hyderabad,Y
26970,naikandrew@example.org,NA,10,Bengaluru,Yes
26971,shivani26@example.org,,,Mumbai,N
26972,xmajumdar@example.com,520,,,
26973,fiyaz50@example.com,NA,,,No
26974,kotharilohit@example.net,3211,9,Hyderabad,
26975,,NA,2,Mumbai,N
26976,lakshmi36@example.com,NA,9,Bengaluru,N
26977,falan21@example.com,,9,,No
26978,murtyedhitha@example.org,,1,Mumbai,Y
26979,venkataramanonveer@example.net,NA,9,Mumbai,
26980,shahharita@example.net,NA,,Mumbai,
26981,gravel@example.com,,9,Hyderabad,No
26982,gabrielnagar@example.net,3012,3,,N
26983,wparmer@example.net,,5,,
26984,vansha43@example.com,NA,10,Mumbai,
26985,simonmital@example.org,NA,9,,
26986,devika68@example.com,,,Bengaluru,Yes
26987,ranbirgandhi@example.org,883,,Mumbai,Yes
26988,raksha71@example.net,,,Hyderabad,N
26989,fanne@example.net,NA,9,Hyderabad,Yes
26990,wkhurana@example.net,,9,Bengaluru,
26991,matthewperi@example.com,NA,,,
26992,saksham06@example.com,772,9,Mumbai,Yes
26993,upma07@example.org,NA,,Bengaluru,Yes
26994,,NA,,,
26995,cchakrabarti@example.com,4029,,Bengaluru,Y
26996,haritasaraf@example.com,,9,,Yes
26997,udyati07@example.net,,9,Bengaluru,No
26998,tristan44@example.net,,,,Yes
26999,gagankari@example.org,,9,,Y
27000,kadakiayashvi@example.com,NA,9,Mumbai,Yes
27001,yauvanishanker@example.org,2345,9,Mumbai,N
27002,mmisra@example.net,NA,8,Bengaluru,
27003,narangnoah@example.org,NA,,Mumbai,Y
27004,karisathvik@example.com,706,9,Mumbai,
27005,zpall@example.com,,3,Mumbai,Y
27006,zaid61@example.net,,,Bengaluru,No
27007,gokhalehitesh@example.net,NA,,,
27008,patilmadhavi@example.com,NA,9,Hyderabad,
27009,ipathak@example.net,NA,9,Hyderabad,No
27010,dakshadeshmukh@example.com,4372,9,Mumbai,Yes
27011,,2684,9,,Y
27012,kademohini@example.com,,,Mumbai,N
27013,deshpandejairaj@example.com,NA,,,No
27014,triyatiwari@example.com,NA,9,Hyderabad,No
27015,alka23@example.org,4880,9,Bengaluru,Y
27016,vasudhathaman@example.org,3865,,Bengaluru,Yes
27017,falgunisharaf@example.org,NA,6,Mumbai,Yes
27018,varghesenihal@example.org,NA,9,Mumbai,
27019,senguptatejas@example.org,,9,Bengaluru,Yes
27020,salvichandani@example.org,NA,9,Mumbai,N
27021,wdora@example.net,,3,,N
27022,chakrabortyanjali@example.com,,,,
27023,harinimani@example.net,467,7,Bengaluru,N
27024,qdar@example.org,2658,,,Yes
27025,sureshzaid@example.com,NA,8,Mumbai,
27026,yashica78@example.com,,,Hyderabad,Y
27027,,4407,,Hyderabad,No
27028,birzaitra@example.org,NA,,Bengaluru,
27029,radha78@example.com,4297,9,Hyderabad,Yes
27030,nishapalla@example.org,,,,N
27031,robert86@example.org,,,Mumbai,No
27032,triveni04@example.org,751,3,Mumbai,
27033,joshua51@example.net,NA,7,,Yes
27034,vkalita@example.net,NA,2,Bengaluru,
27035,dnarasimhan@example.org,NA,,Mumbai,Y
27036,ekavir06@example.org,2081,,Bengaluru,
27037,barianicholas@example.net,,,Hyderabad,N
27038,mallickhardik@example.com,,,Hyderabad,
27039,turvimerchant@example.com,,4,Bengaluru,
27040,taranikita@example.com,2194,,Hyderabad,
27041,borradarsh@example.com,NA,,Bengaluru,Y
27042,chandanisaha@example.com,1522,,Bengaluru,No
27043,wlall@example.org,3900,,,Yes
27044,charan71@example.net,NA,,,
27045,hayreurvashi@example.com,3564,9,Mumbai,
27046,teerthtiwari@example.org,NA,,Bengaluru,
27047,vram@example.org,,,Bengaluru,Yes
27048,aarnavanand@example.net,,1,Mumbai,N
27049,kkumar@example.com,NA,9,Hyderabad,Yes
27050,priya25@example.org,,6,Mumbai,Yes
27051,niharika38@example.net,825,,Bengaluru,N
27052,,2245,,,Y
27053,oninanda@example.net,,,Bengaluru,No
27054,harini15@example.net,,8,Hyderabad,
27055,nitarabarad@example.com,NA,,Mumbai,
27056,fradoradhakrishnan@example.net,NA,2,Mumbai,Y
27057,,2301,,,
27058,daksh45@example.org,NA,7,Hyderabad,Yes
27059,jkrishna@example.com,191,9,,
27060,virajmaster@example.net,,,Hyderabad,N
27061,chauhanranveer@example.org,,,Bengaluru,
27062,niharikabassi@example.org,4170,9,,No
27063,nattyoshita@example.org,3387,7,Mumbai,
27064,chandasimon@example.net,,,Bengaluru,Yes
27065,yoshitakrishnan@example.net,,9,Bengaluru,N
27066,agastya30@example.org,NA,9,,Yes
27067,gopalbadami@example.org,NA,9,Hyderabad,
27068,anya54@example.com,1753,,,No
27069,kaulvamakshi@example.net,3987,9,Mumbai,No
27070,raaginiramakrishnan@example.com,,,Mumbai,No
27071,yashodharachanda@example.net,,,Bengaluru,Yes
27072,pallavikhanna@example.org,NA,10,Hyderabad,N
27073,samuel82@example.net,,1,,
27074,nraval@example.net,NA,3,,
27075,,,,Mumbai,No
27076,hiralchandra@example.net,NA,9,Hyderabad,N
27077,kalaluke@example.com,,8,Bengaluru,
27078,jatin27@example.net,4863,2,,
27079,ria12@example.org,NA,9,Bengaluru,Y
27080,,1157,,Bengaluru,N
